MESSAGE_ID	USER_NAME	USER_ID	MESSAGE_TYPE	CONTENT	USER_STATUS	TIMESTAMP	User Type
af7ed620-8a8c-473d-8bd1-e980723e5633	SYSTEM	-1	WASON_INITIAL	"[{""value"": ""V"", ""checked"": false}, {""value"": ""E"", ""checked"": false}, {""value"": ""3"", ""checked"": false}, {""value"": ""8"", ""checked"": false}]"	UKN	2021-05-14 17:22:55.425220+00:00	
7f654ec4-144a-426f-8ac0-40f4e3de2a34	Panda	6c814a3a55714f4ba354a6a0f86a5aef	JOIN_ROOM		USR_ONBOARDING	2021-05-14 17:22:58.757049+00:00	participant
b077926a-5587-434a-be4d-b06adb737586	Butterfly	5b0145c7b13041829009b4d880b01173	JOIN_ROOM		USR_ONBOARDING	2021-05-14 17:22:59.040728+00:00	participant
bceb2a47-7e7c-421f-8ddb-aeda085a4482	Unicorn	f5fa17aac4c74b5a8d77d60775a82571	JOIN_ROOM		USR_ONBOARDING	2021-05-14 17:23:14.837087+00:00	participant
cf773ff7-e8a3-4c14-b43a-a0efefd88b2f	SYSTEM	-1	ROUTING_TIMER_STARTED	1	UKN	2021-05-14 17:23:15.113466+00:00	
ac45f471-3a7d-4c62-9377-6a910f82edc7	Zebra	36c5698efd6a44f88ab98c6fb38ee453	JOIN_ROOM		USR_ONBOARDING	2021-05-14 17:23:17.047202+00:00	participant
46b035eb-f101-409a-9e8d-d2e0b2760f61	Ox	1ff0f2fab17e4b29b502d6ade36d2147	JOIN_ROOM		USR_ONBOARDING	2021-05-14 17:23:23.399829+00:00	participant
f9a4d9f1-ae6c-42f3-9115-b3a8281ac1e6	Panda	6c814a3a55714f4ba354a6a0f86a5aef	WASON_GAME	[{'value': 'V', 'checked': False}, {'value': 'E', 'checked': True}, {'value': '3', 'checked': False}, {'value': '8', 'checked': False}]	USR_ONBOARDING	2021-05-14 17:23:49.540990+00:00	participant
27f20d09-edfc-44a2-aa58-5b1fcd272339	Zebra	36c5698efd6a44f88ab98c6fb38ee453	WASON_GAME	[{'value': 'V', 'checked': False}, {'value': 'E', 'checked': True}, {'value': '3', 'checked': False}, {'value': '8', 'checked': False}]	USR_ONBOARDING	2021-05-14 17:23:56.005313+00:00	participant
41a29e1d-e60b-4ebc-b636-0ac41136347e	Zebra	36c5698efd6a44f88ab98c6fb38ee453	WASON_GAME	[{'value': 'V', 'checked': False}, {'value': 'E', 'checked': True}, {'value': '3', 'checked': False}, {'value': '8', 'checked': True}]	USR_ONBOARDING	2021-05-14 17:23:58.199085+00:00	participant
ef91f3b5-1002-49d6-a449-c7aae78b2f18	Panda	6c814a3a55714f4ba354a6a0f86a5aef	WASON_SUBMIT	[{'value': 'V', 'checked': False}, {'value': 'E', 'checked': True}, {'value': '3', 'checked': False}, {'value': '8', 'checked': False}]	USR_ONBOARDING	2021-05-14 17:24:04.805731+00:00	participant
18275c50-fe9e-43be-bf82-f97ecc066c3f	Zebra	36c5698efd6a44f88ab98c6fb38ee453	WASON_SUBMIT	[{'value': 'V', 'checked': False}, {'value': 'E', 'checked': True}, {'value': '3', 'checked': False}, {'value': '8', 'checked': True}]	USR_ONBOARDING	2021-05-14 17:24:10.763833+00:00	participant
4fa949ea-97fc-454c-8719-a53915bf2c5e	Butterfly	5b0145c7b13041829009b4d880b01173	ROUTING_TIMER_ELAPSED	[{'value': 'V', 'checked': False}, {'value': 'E', 'checked': False}, {'value': '3', 'checked': False}, {'value': '8', 'checked': False}]	USR_ONBOARDING	2021-05-14 17:24:15.236613+00:00	participant
