MESSAGE_ID	USER_NAME	USER_ID	MESSAGE_TYPE	CONTENT	USER_STATUS	TIMESTAMP	User Type
80291605-1e8a-4468-b4bd-25769d7e7a2a	SYSTEM	-1	WASON_INITIAL	"[{""value"": ""X"", ""checked"": false}, {""value"": ""E"", ""checked"": false}, {""value"": ""9"", ""checked"": false}, {""value"": ""6"", ""checked"": false}]"	UKN	2021-05-14 17:59:28.892617+00:00	
5a2f9bda-07d0-472f-a543-70f530334985	Ox	dc16b532de184216997cafd958ef9f3e	JOIN_ROOM		USR_ONBOARDING	2021-05-14 17:59:54.120087+00:00	participant
080ed97a-93b2-4284-b79a-23813d216572	Butterfly	fe1438dda6524643a58cb51489c283a1	JOIN_ROOM		USR_ONBOARDING	2021-05-14 18:00:35.703315+00:00	participant
2f33a97d-8823-477d-b18d-a42bd49a5233	Dolphin	204ecb1ca1ff4defb2f5cfb973334304	JOIN_ROOM		USR_ONBOARDING	2021-05-14 18:00:48.690540+00:00	participant
a32c79cc-3704-4a1d-a7fb-dfd61408b491	SYSTEM	-1	ROUTING_TIMER_STARTED	1	UKN	2021-05-14 18:00:48.962628+00:00	
833e0baa-66c1-40c5-a347-6e2ca0396571	Leopard	37e4eeb876c8457bb2a67c067a97e606	JOIN_ROOM		USR_ONBOARDING	2021-05-14 18:01:03.239320+00:00	participant
1f10f5c0-406d-4b79-a952-19f5268c16b6	Ox	dc16b532de184216997cafd958ef9f3e	WASON_GAME	[{'value': 'X', 'checked': False}, {'value': 'E', 'checked': True}, {'value': '9', 'checked': False}, {'value': '6', 'checked': False}]	USR_ONBOARDING	2021-05-14 18:01:07.601601+00:00	participant
8bc3cdbd-f892-4c11-a48a-9f91b2122291	Beaver	2296f3055a8942b29ca727fec929db1b	JOIN_ROOM		USR_ONBOARDING	2021-05-14 18:01:22.844896+00:00	participant
931b69da-4aa2-455c-ba92-111a1dd048b6	Ox	dc16b532de184216997cafd958ef9f3e	WASON_SUBMIT	[{'value': 'X', 'checked': False}, {'value': 'E', 'checked': True}, {'value': '9', 'checked': False}, {'value': '6', 'checked': False}]	USR_ONBOARDING	2021-05-14 18:01:26.025926+00:00	participant
68076aea-f39f-4027-9856-1b8805ace181	Ox	dc16b532de184216997cafd958ef9f3e	ROUTING_TIMER_ELAPSED	[{'value': 'X', 'checked': False}, {'value': 'E', 'checked': False}, {'value': '9', 'checked': False}, {'value': '6', 'checked': False}]	USR_ONBOARDING	2021-05-14 18:01:49.088646+00:00	participant
7472ebe9-3d15-44fe-96a1-8aa0f8b9635f	Butterfly	fe1438dda6524643a58cb51489c283a1	ROUTING_TIMER_ELAPSED	[{'value': 'X', 'checked': False}, {'value': 'E', 'checked': False}, {'value': '9', 'checked': False}, {'value': '6', 'checked': False}]	USR_ONBOARDING	2021-05-14 18:01:49.151735+00:00	participant
2b05180f-1dba-4bbd-883d-cfa89cb23267	Dolphin	204ecb1ca1ff4defb2f5cfb973334304	ROUTING_TIMER_ELAPSED		USR_ONBOARDING	2021-05-14 18:01:49.882366+00:00	participant
895c51e1-2046-44cf-b7b2-02321327acc6	Leopard	37e4eeb876c8457bb2a67c067a97e606	ROUTING_TIMER_ELAPSED		USR_ONBOARDING	2021-05-14 18:02:03.961365+00:00	participant
64564f1c-0dd0-4c40-beba-3bcd338d0ba3	Beaver	2296f3055a8942b29ca727fec929db1b	WASON_GAME	[{'value': 'X', 'checked': False}, {'value': 'E', 'checked': True}, {'value': '9', 'checked': False}, {'value': '6', 'checked': False}]	USR_ONBOARDING	2021-05-14 18:02:05.248644+00:00	participant
44c2eb2d-06c3-490d-a583-b2c06c628d93	Beaver	2296f3055a8942b29ca727fec929db1b	WASON_SUBMIT	[{'value': 'X', 'checked': False}, {'value': 'E', 'checked': True}, {'value': '9', 'checked': False}, {'value': '6', 'checked': False}]	USR_ONBOARDING	2021-05-14 18:02:06.461510+00:00	participant
13cf94e0-2b13-459b-96e6-076b51f4583e	Ox	dc16b532de184216997cafd958ef9f3e	WASON_GAME	[{'value': 'X', 'checked': True}, {'value': 'E', 'checked': True}, {'value': '9', 'checked': False}, {'value': '6', 'checked': False}]	USR_ONBOARDING	2021-05-14 18:02:45.939358+00:00	participant
df35df60-8833-43cc-8998-e8fcf2869c3d	Dolphin	204ecb1ca1ff4defb2f5cfb973334304	WASON_GAME	[{'value': 'X', 'checked': False}, {'value': 'E', 'checked': True}, {'value': '9', 'checked': False}, {'value': '6', 'checked': False}]	USR_ONBOARDING	2021-05-14 18:02:54.087878+00:00	participant
9dc59138-9b2a-422d-ba06-99bf64e65666	AUTO_KICKED	fe1438dda6524643a58cb51489c283a1	LEAVE_ROOM		AUTO_KICKED	2021-05-14 18:02:54.365549+00:00	
0c486b62-ec08-4dbc-8db4-cde8f2ee411b	Dolphin	204ecb1ca1ff4defb2f5cfb973334304	WASON_GAME	[{'value': 'X', 'checked': False}, {'value': 'E', 'checked': True}, {'value': '9', 'checked': True}, {'value': '6', 'checked': False}]	USR_ONBOARDING	2021-05-14 18:02:54.924263+00:00	participant
85c13d93-8536-4756-b6fc-09dccd6d8491	Dolphin	204ecb1ca1ff4defb2f5cfb973334304	WASON_SUBMIT	[{'value': 'X', 'checked': False}, {'value': 'E', 'checked': True}, {'value': '9', 'checked': True}, {'value': '6', 'checked': False}]	USR_ONBOARDING	2021-05-14 18:02:56.564880+00:00	participant
8f9960a4-75ed-4a37-b55a-30c4395e7fff	Ox	dc16b532de184216997cafd958ef9f3e	WASON_SUBMIT	[{'value': 'X', 'checked': True}, {'value': 'E', 'checked': True}, {'value': '9', 'checked': False}, {'value': '6', 'checked': False}]	USR_ONBOARDING	2021-05-14 18:02:58.907784+00:00	participant
083cdafb-0911-42fb-9c90-c0af91554f11	Leopard	37e4eeb876c8457bb2a67c067a97e606	WASON_GAME	[{'value': 'X', 'checked': False}, {'value': 'E', 'checked': False}, {'value': '9', 'checked': True}, {'value': '6', 'checked': False}]	USR_ONBOARDING	2021-05-14 18:03:48.518946+00:00	participant
fd3d5244-3ac0-4a32-ba40-f2e2c482be10	Leopard	37e4eeb876c8457bb2a67c067a97e606	WASON_GAME	[{'value': 'X', 'checked': False}, {'value': 'E', 'checked': True}, {'value': '9', 'checked': True}, {'value': '6', 'checked': False}]	USR_ONBOARDING	2021-05-14 18:04:44.625132+00:00	participant
fbac2f1b-4a04-4258-8e96-58bcd670b63d	Leopard	37e4eeb876c8457bb2a67c067a97e606	WASON_SUBMIT	[{'value': 'X', 'checked': False}, {'value': 'E', 'checked': True}, {'value': '9', 'checked': True}, {'value': '6', 'checked': False}]	USR_ONBOARDING	2021-05-14 18:04:45.242899+00:00	participant
3e295823-a6b1-4386-9629-9accf4d46ddc	SYSTEM	-1	FINISHED_ONBOARDING	7	UKN	2021-05-14 18:04:45.584437+00:00	
732d0aea-ff16-42f9-b8df-1adb221e892e	Beaver	2296f3055a8942b29ca727fec929db1b	CHAT_MESSAGE	{'message': 'hi everyone, so we must find the card with a vowel on the other side?', 'annotation': 'no_annotation'}	USR_PLAYING	2021-05-14 18:05:17.882168+00:00	participant
