MESSAGE_ID	USER_NAME	USER_ID	MESSAGE_TYPE	CONTENT	USER_STATUS	TIMESTAMP	User Type
23a13c06-a638-40bd-9750-8e1d1ee9d269	SYSTEM	-1	WASON_INITIAL	"[{""value"": ""7"", ""checked"": false}, {""value"": ""Q"", ""checked"": false}, {""value"": ""A"", ""checked"": false}, {""value"": ""2"", ""checked"": false}]"	UKN	2021-06-21 18:56:43.588832+00:00	
86253d60-4e8b-417a-b1bf-373a705f8003	Leopard	bee278e1fcde479fbcff45f780cf9016	JOIN_ROOM		USR_ONBOARDING	2021-06-21 18:56:44.260716+00:00	participant
6bbe340e-a27c-4d74-ac8e-9132c9347fdd	Leopard	bee278e1fcde479fbcff45f780cf9016	LEAVE_ROOM		USR_ONBOARDING	2021-06-21 18:57:22.636628+00:00	participant
eae3200e-4321-414f-8bba-0e9046d2b354	Bee	6ab6f8a95d214fab848b34f0cb84abfc	JOIN_ROOM		USR_ONBOARDING	2021-06-21 18:57:38.623351+00:00	participant
eef1f580-005e-4df4-acef-7e670fdf1ddf	Butterfly	dae889292013421c9a5eb60672f6e3a7	JOIN_ROOM		USR_ONBOARDING	2021-06-21 18:57:53.579660+00:00	participant
fe51d197-0ca7-4e4a-9069-882e2f41eb47	Zebra	0e4f57a7db504c54b5e4cc6297368751	JOIN_ROOM		USR_ONBOARDING	2021-06-21 18:58:43.743450+00:00	participant
6f2a31ae-58c8-4dff-b3b8-52e2abf5f385	SYSTEM	-1	ROUTING_TIMER_STARTED	1	UKN	2021-06-21 18:58:44.014343+00:00	
8f0a4ac9-d985-4dbf-affa-dc7597ed4c74	Guinea pig	7f86a189cddc4c1abc37be482f054e9b	JOIN_ROOM		USR_ONBOARDING	2021-06-21 18:59:03.573248+00:00	participant
6e189969-dfeb-49e1-abac-ce260e1db869	Dolphin	9d0b8c13f03c4948861f1b2b7dead784	JOIN_ROOM		USR_ONBOARDING	2021-06-21 18:59:40.674488+00:00	participant
4e576812-3510-4d3d-8b39-56b5f5c86693	Guinea pig	7f86a189cddc4c1abc37be482f054e9b	WASON_GAME	[{'value': '7', 'checked': False}, {'value': 'Q', 'checked': True}, {'value': 'A', 'checked': False}, {'value': '2', 'checked': False}]	USR_ONBOARDING	2021-06-21 18:59:41.619153+00:00	participant
